0
1,s0 -> s0
2,s1 -> s0
3,s2 -> s0
4,s3 -> s0
5,s4 -> s0
6,s0 -> s1
7,s1 -> s1
8,s2 -> s1
9,s3 -> s1
10,s4 -> s1
11,s0 -> s2
12,s1 -> s2
13,s2 -> s2
14,s3 -> s2
15,s4 -> s2
16,s0 -> s3
17,s1 -> s3
18,s2 -> s3
19,s3 -> s3
20,s4 -> s3
21,s0 -> s4
22,s1 -> s4
23,s2 -> s4
24,s3 -> s4
25,s4 -> s4
6215,s4 -> s2,s2 -> s4,s3 -> s1
6216,s0 -> s3,s2 -> s4,s3 -> s1
6217,s1 -> s3,s2 -> s4,s3 -> s1
6218,s2 -> s3,s2 -> s4,s3 -> s1
6219,s3 -> s3,s2 -> s4,s3 -> s1
6220,s4 -> s3,s2 -> s4,s3 -> s1
6221,s0 -> s4,s2 -> s4,s3 -> s1
6222,s1 -> s4,s2 -> s4,s3 -> s1
6223,s2 -> s4,s2 -> s4,s3 -> s1
6224,s3 -> s4,s2 -> s4,s3 -> s1
6225,s4 -> s4,s2 -> s4,s3 -> s1
6226,s0 -> s0,s3 -> s4,s3 -> s1
6227,s1 -> s0,s3 -> s4,s3 -> s1
6228,s2 -> s0,s3 -> s4,s3 -> s1
6229,s3 -> s0,s3 -> s4,s3 -> s1
6230,s4 -> s0,s3 -> s4,s3 -> s1
6231,s0 -> s1,s3 -> s4,s3 -> s1
6232,s1 -> s1,s3 -> s4,s3 -> s1
6233,s2 -> s1,s3 -> s4,s3 -> s1
6234,s3 -> s1,s3 -> s4,s3 -> s1
6235,s4 -> s1,s3 -> s4,s3 -> s1
6236,s0 -> s2,s3 -> s4,s3 -> s1
6237,s1 -> s2,s3 -> s4,s3 -> s1
6238,s2 -> s2,s3 -> s4,s3 -> s1
6239,s3 -> s2,s3 -> s4,s3 -> s1
6240,s4 -> s2,s3 -> s4,s3 -> s1
6241,s0 -> s3,s3 -> s4,s3 -> s1
6242,s1 -> s3,s3 -> s4,s3 -> s1
6243,s2 -> s3,s3 -> s4,s3 -> s1
6244,s3 -> s3,s3 -> s4,s3 -> s1
6245,s4 -> s3,s3 -> s4,s3 -> s1
6246,s0 -> s4,s3 -> s4,s3 -> s1
6247,s1 -> s4,s3 -> s4,s3 -> s1
6248,s2 -> s4,s3 -> s4,s3 -> s1
6249,s3 -> s4,s3 -> s4,s3 -> s1
6250,s4 -> s4,s3 -> s4,s3 -> s1
6251,s0 -> s0,s4 -> s4,s3 -> s1
6252,s1 -> s0,s4 -> s4,s3 -> s1
6253,s2 -> s0,s4 -> s4,s3 -> s1
6254,s3 -> s0,s4 -> s4,s3 -> s1
6255,s4 -> s0,s4 -> s4,s3 -> s1
6256,s0 -> s1,s4 -> s4,s3 -> s1
6257,s1 -> s1,s4 -> s4,s3 -> s1
6258,s2 -> s1,s4 -> s4,s3 -> s1
6259,s3 -> s1,s4 -> s4,s3 -> s1
6260,s4 -> s1,s4 -> s4,s3 -> s1
6261,s0 -> s2,s4 -> s4,s3 -> s1
6262,s1 -> s2,s4 -> s4,s3 -> s1
6263,s2 -> s2,s4 -> s4,s3 -> s1
6264,s3 -> s2,s4 -> s4,s3 -> s1
6265,s4 -> s2,s4 -> s4,s3 -> s1
6266,s0 -> s3,s4 -> s4,s3 -> s1
6267,s1 -> s3,s4 -> s4,s3 -> s1
6268,s2 -> s3,s4 -> s4,s3 -> s1
6269,s3 -> s3,s4 -> s4,s3 -> s1
6270,s4 -> s3,s4 -> s4,s3 -> s1
6271,s0 -> s4,s4 -> s4,s3 -> s1
6272,s1 -> s4,s4 -> s4,s3 -> s1
6273,s2 -> s4,s4 -> s4,s3 -> s1
6274,s3 -> s4,s4 -> s4,s3 -> s1
6275,s4 -> s4,s4 -> s4,s3 -> s1
6276,s0 -> s0,s0 -> s0,s4 -> s1
6277,s1 -> s0,s0 -> s0,s4 -> s1
6278,s2 -> s0,s0 -> s0,s4 -> s1
6279,s3 -> s0,s0 -> s0,s4 -> s1
6280,s4 -> s0,s0 -> s0,s4 -> s1
6281,s0 -> s1,s0 -> s0,s4 -> s1
6282,s1 -> s1,s0 -> s0,s4 -> s1
6283,s2 -> s1,s0 -> s0,s4 -> s1
6284,s3 -> s1,s0 -> s0,s4 -> s1
6285,s4 -> s1,s0 -> s0,s4 -> s1
6286,s0 -> s2,s0 -> s0,s4 -> s1
6287,s1 -> s2,s0 -> s0,s4 -> s1
6288,s2 -> s2,s0 -> s0,s4 -> s1
6289,s3 -> s2,s0 -> s0,s4 -> s1
6290,s4 -> s2,s0 -> s0,s4 -> s1
6291,s0 -> s3,s0 -> s0,s4 -> s1
6292,s1 -> s3,s0 -> s0,s4 -> s1
6293,s2 -> s3,s0 -> s0,s4 -> s1
6294,s3 -> s3,s0 -> s0,s4 -> s1
6295,s4 -> s3,s0 -> s0,s4 -> s1
6296,s0 -> s4,s0 -> s0,s4 -> s1
6297,s1 -> s4,s0 -> s0,s4 -> s1
6298,s2 -> s4,s0 -> s0,s4 -> s1
6299,s3 -> s4,s0 -> s0,s4 -> s1
6300,s4 -> s4,s0 -> s0,s4 -> s1
6301,s0 -> s0,s1 -> s0,s4 -> s1
6302,s1 -> s0,s1 -> s0,s4 -> s1
6303,s2 -> s0,s1 -> s0,s4 -> s1
6304,s3 -> s0,s1 -> s0,s4 -> s1
6305,s4 -> s0,s1 -> s0,s4 -> s1
6306,s0 -> s1,s1 -> s0,s4 -> s1
6307,s1 -> s1,s1 -> s0,s4 -> s1
6308,s2 -> s1,s1 -> s0,s4 -> s1
6309,s3 -> s1,s1 -> s0,s4 -> s1
6310,s4 -> s1,s1 -> s0,s4 -> s1
6311,s0 -> s2,s1 -> s0,s4 -> s1
6312,s1 -> s2,s1 -> s0,s4 -> s1
6313,s2 -> s2,s1 -> s0,s4 -> s1
6314,s3 -> s2,s1 -> s0,s4 -> s1
6315,s4 -> s2,s1 -> s0,s4 -> s1
6316,s0 -> s3,s1 -> s0,s4 -> s1
6317,s1 -> s3,s1 -> s0,s4 -> s1
6318,s2 -> s3,s1 -> s0,s4 -> s1
6319,s3 -> s3,s1 -> s0,s4 -> s1
6320,s4 -> s3,s1 -> s0,s4 -> s1
6321,s0 -> s4,s1 -> s0,s4 -> s1
6322,s1 -> s4,s1 -> s0,s4 -> s1
6323,s2 -> s4,s1 -> s0,s4 -> s1
6324,s3 -> s4,s1 -> s0,s4 -> s1
6325,s4 -> s4,s1 -> s0,s4 -> s1
6326,s0 -> s0,s2 -> s0,s4 -> s1
6327,s1 -> s0,s2 -> s0,s4 -> s1
6328,s2 -> s0,s2 -> s0,s4 -> s1
6329,s3 -> s0,s2 -> s0,s4 -> s1
6330,s4 -> s0,s2 -> s0,s4 -> s1
6331,s0 -> s1,s2 -> s0,s4 -> s1
6332,s1 -> s1,s2 -> s0,s4 -> s1
6333,s2 -> s1,s2 -> s0,s4 -> s1
6334,s3 -> s1,s2 -> s0,s4 -> s1
6335,s4 -> s1,s2 -> s0,s4 -> s1
6336,s0 -> s2,s2 -> s0,s4 -> s1
6337,s1 -> s2,s2 -> s0,s4 -> s1
6338,s2 -> s2,s2 -> s0,s4 -> s1
6339,s3 -> s2,s2 -> s0,s4 -> s1
6340,s4 -> s2,s2 -> s0,s4 -> s1
6341,s0 -> s3,s2 -> s0,s4 -> s1
6342,s1 -> s3,s2 -> s0,s4 -> s1
6343,s2 -> s3,s2 -> s0,s4 -> s1
6344,s3 -> s3,s2 -> s0,s4 -> s1
6345,s4 -> s3,s2 -> s0,s4 -> s1
6346,s0 -> s4,s2 -> s0,s4 -> s1
6347,s1 -> s4,s2 -> s0,s4 -> s1
6348,s2 -> s4,s2 -> s0,s4 -> s1
6349,s3 -> s4,s2 -> s0,s4 -> s1
6350,s4 -> s4,s2 -> s0,s4 -> s1
6351,s0 -> s0,s3 -> s0,s4 -> s1
6352,s1 -> s0,s3 -> s0,s4 -> s1
6353,s2 -> s0,s3 -> s0,s4 -> s1
6354,s3 -> s0,s3 -> s0,s4 -> s1
6355,s4 -> s0,s3 -> s0,s4 -> s1
6356,s0 -> s1,s3 -> s0,s4 -> s1
6357,s1 -> s1,s3 -> s0,s4 -> s1
6358,s2 -> s1,s3 -> s0,s4 -> s1
6359,s3 -> s1,s3 -> s0,s4 -> s1
6360,s4 -> s1,s3 -> s0,s4 -> s1
6361,s0 -> s2,s3 -> s0,s4 -> s1
6362,s1 -> s2,s3 -> s0,s4 -> s1
6363,s2 -> s2,s3 -> s0,s4 -> s1
6364,s3 -> s2,s3 -> s0,s4 -> s1
6365,s4 -> s2,s3 -> s0,s4 -> s1
6366,s0 -> s3,s3 -> s0,s4 -> s1
6367,s1 -> s3,s3 -> s0,s4 -> s1
6368,s2 -> s3,s3 -> s0,s4 -> s1
6369,s3 -> s3,s3 -> s0,s4 -> s1
6370,s4 -> s3,s3 -> s0,s4 -> s1
6371,s0 -> s4,s3 -> s0,s4 -> s1
6372,s1 -> s4,s3 -> s0,s4 -> s1
6373,s2 -> s4,s3 -> s0,s4 -> s1
6374,s3 -> s4,s3 -> s0,s4 -> s1
6375,s4 -> s4,s3 -> s0,s4 -> s1
6376,s0 -> s0,s4 -> s0,s4 -> s1
6377,s1 -> s0,s4 -> s0,s4 -> s1
6378,s2 -> s0,s4 -> s0,s4 -> s1
6379,s3 -> s0,s4 -> s0,s4 -> s1
6380,s4 -> s0,s4 -> s0,s4 -> s1
6381,s0 -> s1,s4 -> s0,s4 -> s1
6382,s1 -> s1,s4 -> s0,s4 -> s1
6383,s2 -> s1,s4 -> s0,s4 -> s1
6384,s3 -> s1,s4 -> s0,s4 -> s1
6385,s4 -> s1,s4 -> s0,s4 -> s1
6386,s0 -> s2,s4 -> s0,s4 -> s1
6387,s1 -> s2,s4 -> s0,s4 -> s1
6388,s2 -> s2,s4 -> s0,s4 -> s1
6389,s3 -> s2,s4 -> s0,s4 -> s1
6390,s4 -> s2,s4 -> s0,s4 -> s1
6391,s0 -> s3,s4 -> s0,s4 -> s1
6392,s1 -> s3,s4 -> s0,s4 -> s1
6393,s2 -> s3,s4 -> s0,s4 -> s1
6394,s3 -> s3,s4 -> s0,s4 -> s1
6395,s4 -> s3,s4 -> s0,s4 -> s1
6396,s0 -> s4,s4 -> s0,s4 -> s1
6397,s1 -> s4,s4 -> s0,s4 -> s1
6398,s2 -> s4,s4 -> s0,s4 -> s1
6399,s3 -> s4,s4 -> s0,s4 -> s1
6400,s4 -> s4,s4 -> s0,s4 -> s1
6401,s0 -> s0,s0 -> s1,s4 -> s1
6402,s1 -> s0,s0 -> s1,s4 -> s1
6403,s2 -> s0,s0 -> s1,s4 -> s1
6404,s3 -> s0,s0 -> s1,s4 -> s1
6405,s4 -> s0,s0 -> s1,s4 -> s1
6406,s0 -> s1,s0 -> s1,s4 -> s1
6407,s1 -> s1,s0 -> s1,s4 -> s1
6408,s2 -> s1,s0 -> s1,s4 -> s1
6409,s3 -> s1,s0 -> s1,s4 -> s1
6410,s4 -> s1,s0 -> s1,s4 -> s1
6411,s0 -> s2,s0 -> s1,s4 -> s1
6412,s1 -> s2,s0 -> s1,s4 -> s1
6413,s2 -> s2,s0 -> s1,s4 -> s1
6414,s3 -> s2,s0 -> s1,s4 -> s1
6415,s4 -> s2,s0 -> s1,s4 -> s1
6416,s0 -> s3,s0 -> s1,s4 -> s1
6417,s1 -> s3,s0 -> s1,s4 -> s1
6418,s2 -> s3,s0 -> s1,s4 -> s1
6419,s3 -> s3,s0 -> s1,s4 -> s1
6420,s4 -> s3,s0 -> s1,s4 -> s1
6421,s0 -> s4,s0 -> s1,s4 -> s1
6422,s1 -> s4,s0 -> s1,s4 -> s1
6423,s2 -> s4,s0 -> s1,s4 -> s1
6424,s3 -> s4,s0 -> s1,s4 -> s1
6425,s4 -> s4,s0 -> s1,s4 -> s1
6426,s0 -> s0,s1 -> s1,s4 -> s1
6427,s1 -> s0,s1 -> s1,s4 -> s1
6428,s2 -> s0,s1 -> s1,s4 -> s1
6429,s3 -> s0,s1 -> s1,s4 -> s1
6430,s4 -> s0,s1 -> s1,s4 -> s1
6431,s0 -> s1,s1 -> s1,s4 -> s1
6432,s1 -> s1,s1 -> s1,s4 -> s1
6433,s2 -> s1,s1 -> s1,s4 -> s1
6434,s3 -> s1,s1 -> s1,s4 -> s1
6435,s4 -> s1,s1 -> s1,s4 -> s1
6436,s0 -> s2,s1 -> s1,s4 -> s1
6437,s1 -> s2,s1 -> s1,s4 -> s1
6438,s2 -> s2,s1 -> s1,s4 -> s1
6439,s3 -> s2,s1 -> s1,s4 -> s1
6440,s4 -> s2,s1 -> s1,s4 -> s1
6441,s0 -> s3,s1 -> s1,s4 -> s1
6442,s1 -> s3,s1 -> s1,s4 -> s1
6443,s2 -> s3,s1 -> s1,s4 -> s1
6444,s3 -> s3,s1 -> s1,s4 -> s1
6445,s4 -> s3,s1 -> s1,s4 -> s1
6446,s0 -> s4,s1 -> s1,s4 -> s1
6447,s1 -> s4,s1 -> s1,s4 -> s1
6448,s2 -> s4,s1 -> s1,s4 -> s1
6449,s3 -> s4,s1 -> s1,s4 -> s1
6450,s4 -> s4,s1 -> s1,s4 -> s1
6451,s0 -> s0,s2 -> s1,s4 -> s1
6452,s1 -> s0,s2 -> s1,s4 -> s1
6453,s2 -> s0,s2 -> s1,s4 -> s1
6454,s3 -> s0,s2 -> s1,s4 -> s1
6455,s4 -> s0,s2 -> s1,s4 -> s1
6456,s0 -> s1,s2 -> s1,s4 -> s1
6457,s1 -> s1,s2 -> s1,s4 -> s1
6458,s2 -> s1,s2 -> s1,s4 -> s1
6459,s3 -> s1,s2 -> s1,s4 -> s1
6460,s4 -> s1,s2 -> s1,s4 -> s1
6461,s0 -> s2,s2 -> s1,s4 -> s1
6462,s1 -> s2,s2 -> s1,s4 -> s1
6463,s2 -> s2,s2 -> s1,s4 -> s1
6464,s3 -> s2,s2 -> s1,s4 -> s1
6465,s4 -> s2,s2 -> s1,s4 -> s1
6466,s0 -> s3,s2 -> s1,s4 -> s1
6467,s1 -> s3,s2 -> s1,s4 -> s1
6468,s2 -> s3,s2 -> s1,s4 -> s1
6469,s3 -> s3,s2 -> s1,s4 -> s1
6470,s4 -> s3,s2 -> s1,s4 -> s1
6471,s0 -> s4,s2 -> s1,s4 -> s1
6472,s1 -> s4,s2 -> s1,s4 -> s1
6473,s2 -> s4,s2 -> s1,s4 -> s1
6474,s3 -> s4,s2 -> s1,s4 -> s1
6475,s4 -> s4,s2 -> s1,s4 -> s1
6476,s0 -> s0,s3 -> s1,s4 -> s1
6477,s1 -> s0,s3 -> s1,s4 -> s1
6478,s2 -> s0,s3 -> s1,s4 -> s1
6479,s3 -> s0,s3 -> s1,s4 -> s1
6480,s4 -> s0,s3 -> s1,s4 -> s1
6481,s0 -> s1,s3 -> s1,s4 -> s1
6482,s1 -> s1,s3 -> s1,s4 -> s1
6483,s2 -> s1,s3 -> s1,s4 -> s1
6484,s3 -> s1,s3 -> s1,s4 -> s1
6485,s4 -> s1,s3 -> s1,s4 -> s1
6486,s0 -> s2,s3 -> s1,s4 -> s1
6487,s1 -> s2,s3 -> s1,s4 -> s1
6488,s2 -> s2,s3 -> s1,s4 -> s1
6489,s3 -> s2,s3 -> s1,s4 -> s1
6490,s4 -> s2,s3 -> s1,s4 -> s1
6491,s0 -> s3,s3 -> s1,s4 -> s1
6492,s1 -> s3,s3 -> s1,s4 -> s1
6493,s2 -> s3,s3 -> s1,s4 -> s1
6494,s3 -> s3,s3 -> s1,s4 -> s1
6495,s4 -> s3,s3 -> s1,s4 -> s1
6496,s0 -> s4,s3 -> s1,s4 -> s1
6497,s1 -> s4,s3 -> s1,s4 -> s1
6498,s2 -> s4,s3 -> s1,s4 -> s1
6499,s3 -> s4,s3 -> s1,s4 -> s1
6500,s4 -> s4,s3 -> s1,s4 -> s1
6501,s0 -> s0,s4 -> s1,s4 -> s1
6502,s1 -> s0,s4 -> s1,s4 -> s1
6503,s2 -> s0,s4 -> s1,s4 -> s1
6504,s3 -> s0,s4 -> s1,s4 -> s1
6505,s4 -> s0,s4 -> s1,s4 -> s1
6506,s0 -> s1,s4 -> s1,s4 -> s1
6507,s1 -> s1,s4 -> s1,s4 -> s1
6508,s2 -> s1,s4 -> s1,s4 -> s1
6509,s3 -> s1,s4 -> s1,s4 -> s1
6510,s4 -> s1,s4 -> s1,s4 -> s1
6511,s0 -> s2,s4 -> s1,s4 -> s1
6512,s1 -> s2,s4 -> s1,s4 -> s1
6513,s2 -> s2,s4 -> s1,s4 -> s1
6514,s3 -> s2,s4 -> s1,s4 -> s1
6515,s4 -> s2,s4 -> s1,s4 -> s1
6516,s0 -> s3,s4 -> s1,s4 -> s1
6517,s1 -> s3,s4 -> s1,s4 -> s1
6518,s2 -> s3,s4 -> s1,s4 -> s1
6519,s3 -> s3,s4 -> s1,s4 -> s1
6520,s4 -> s3,s4 -> s1,s4 -> s1
6521,s0 -> s4,s4 -> s1,s4 -> s1
6522,s1 -> s4,s4 -> s1,s4 -> s1
6523,s2 -> s4,s4 -> s1,s4 -> s1
6524,s3 -> s4,s4 -> s1,s4 -> s1
6525,s4 -> s4,s4 -> s1,s4 -> s1
6526,s0 -> s0,s0 -> s2,s4 -> s1
6527,s1 -> s0,s0 -> s2,s4 -> s1
6528,s2 -> s0,s0 -> s2,s4 -> s1
6529,s3 -> s0,s0 -> s2,s4 -> s1
6530,s4 -> s0,s0 -> s2,s4 -> s1
6531,s0 -> s1,s0 -> s2,s4 -> s1
6532,s1 -> s1,s0 -> s2,s4 -> s1
6533,s2 -> s1,s0 -> s2,s4 -> s1
6534,s3 -> s1,s0 -> s2,s4 -> s1
6535,s4 -> s1,s0 -> s2,s4 -> s1
6536,s0 -> s2,s0 -> s2,s4 -> s1
6537,s1 -> s2,s0 -> s2,s4 -> s1
6538,s2 -> s2,s0 -> s2,s4 -> s1
6539,s3 -> s2,s0 -> s2,s4 -> s1
6540,s4 -> s2,s0 -> s2,s4 -> s1
6541,s0 -> s3,s0 -> s2,s4 -> s1
6542,s1 -> s3,s0 -> s2,s4 -> s1
6543,s2 -> s3,s0 -> s2,s4 -> s1
6544,s3 -> s3,s0 -> s2,s4 -> s1
6545,s4 -> s3,s0 -> s2,s4 -> s1
6546,s0 -> s4,s0 -> s2,s4 -> s1
6547,s1 -> s4,s0 -> s2,s4 -> s1
6548,s2 -> s4,s0 -> s2,s4 -> s1
6549,s3 -> s4,s0 -> s2,s4 -> s1
6550,s4 -> s4,s0 -> s2,s4 -> s1
6551,s0 -> s0,s1 -> s2,s4 -> s1
6552,s1 -> s0,s1 -> s2,s4 -> s1
6553,s2 -> s0,s1 -> s2,s4 -> s1
6554,s3 -> s0,s1 -> s2,s4 -> s1
6555,s4 -> s0,s1 -> s2,s4 -> s1
6556,s0 -> s1,s1 -> s2,s4 -> s1
6557,s1 -> s1,s1 -> s2,s4 -> s1
6558,s2 -> s1,s1 -> s2,s4 -> s1
6559,s3 -> s1,s1 -> s2,s4 -> s1
6560,s4 -> s1,s1 -> s2,s4 -> s1
6561,s0 -> s2,s1 -> s2,s4 -> s1
6562,s1 -> s2,s1 -> s2,s4 -> s1
6563,s2 -> s2,s1 -> s2,s4 -> s1
6564,s3 -> s2,s1 -> s2,s4 -> s1
6565,s4 -> s2,s1 -> s2,s4 -> s1
6566,s0 -> s3,s1 -> s2,s4 -> s1
6567,s1 -> s3,s1 -> s2,s4 -> s1
6568,s2 -> s3,s1 -> s2,s4 -> s1
6569,s3 -> s3,s1 -> s2,s4 -> s1
6570,s4 -> s3,s1 -> s2,s4 -> s1
6571,s0 -> s4,s1 -> s2,s4 -> s1
6572,s1 -> s4,s1 -> s2,s4 -> s1
6573,s2 -> s4,s1 -> s2,s4 -> s1
6574,s3 -> s4,s1 -> s2,s4 -> s1
6575,s4 -> s4,s1 -> s2,s4 -> s1
6576,s0 -> s0,s2 -> s2,s4 -> s1
6577,s1 -> s0,s2 -> s2,s4 -> s1
6578,s2 -> s0,s2 -> s2,s4 -> s1
6579,s3 -> s0,s2 -> s2,s4 -> s1
6580,s4 -> s0,s2 -> s2,s4 -> s1
6581,s0 -> s1,s2 -> s2,s4 -> s1
6582,s1 -> s1,s2 -> s2,s4 -> s1
6583,s2 -> s1,s2 -> s2,s4 -> s1
6584,s3 -> s1,s2 -> s2,s4 -> s1
6585,s4 -> s1,s2 -> s2,s4 -> s1
6586,s0 -> s2,s2 -> s2,s4 -> s1
6587,s1 -> s2,s2 -> s2,s4 -> s1
6588,s2 -> s2,s2 -> s2,s4 -> s1
6589,s3 -> s2,s2 -> s2,s4 -> s1
6590,s4 -> s2,s2 -> s2,s4 -> s1
6591,s0 -> s3,s2 -> s2,s4 -> s1
6592,s1 -> s3,s2 -> s2,s4 -> s1
6593,s2 -> s3,s2 -> s2,s4 -> s1
6594,s3 -> s3,s2 -> s2,s4 -> s1
6595,s4 -> s3,s2 -> s2,s4 -> s1
6596,s0 -> s4,s2 -> s2,s4 -> s1
6597,s1 -> s4,s2 -> s2,s4 -> s1
6598,s2 -> s4,s2 -> s2,s4 -> s1
6599,s3 -> s4,s2 -> s2,s4 -> s1
6600,s4 -> s4,s2 -> s2,s4 -> s1
6601,s0 -> s0,s3 -> s2,s4 -> s1
6602,s1 -> s0,s3 -> s2,s4 -> s1
6603,s2 -> s0,s3 -> s2,s4 -> s1
6604,s3 -> s0,s3 -> s2,s4 -> s1
6605,s4 -> s0,s3 -> s2,s4 -> s1
6606,s0 -> s1,s3 -> s2,s4 -> s1
6607,s1 -> s1,s3 -> s2,s4 -> s1
6608,s2 -> s1,s3 -> s2,s4 -> s1
6609,s3 -> s1,s3 -> s2,s4 -> s1
6610,s4 -> s1,s3 -> s2,s4 -> s1
6611,s0 -> s2,s3 -> s2,s4 -> s1
6612,s1 -> s2,s3 -> s2,s4 -> s1
6613,s2 -> s2,s3 -> s2,s4 -> s1
6614,s3 -> s2,s3 -> s2,s4 -> s1
6615,s4 -> s2,s3 -> s2,s4 -> s1
6616,s0 -> s3,s3 -> s2,s4 -> s1
6617,s1 -> s3,s3 -> s2,s4 -> s1
6618,s2 -> s3,s3 -> s2,s4 -> s1
6619,s3 -> s3,s3 -> s2,s4 -> s1
6620,s4 -> s3,s3 -> s2,s4 -> s1
6621,s0 -> s4,s3 -> s2,s4 -> s1
6622,s1 -> s4,s3 -> s2,s4 -> s1
6623,s2 -> s4,s3 -> s2,s4 -> s1
6624,s3 -> s4,s3 -> s2,s4 -> s1
6625,s4 -> s4,s3 -> s2,s4 -> s1
6626,s0 -> s0,s4 -> s2,s4 -> s1
6627,s1 -> s0,s4 -> s2,s4 -> s1
6628,s2 -> s0,s4 -> s2,s4 -> s1
6629,s3 -> s0,s4 -> s2,s4 -> s1
6630,s4 -> s0,s4 -> s2,s4 -> s1
6631,s0 -> s1,s4 -> s2,s4 -> s1
6632,s1 -> s1,s4 -> s2,s4 -> s1
6633,s2 -> s1,s4 -> s2,s4 -> s1
6634,s3 -> s1,s4 -> s2,s4 -> s1
6635,s4 -> s1,s4 -> s2,s4 -> s1
6636,s0 -> s2,s4 -> s2,s4 -> s1
6637,s1 -> s2,s4 -> s2,s4 -> s1
6638,s2 -> s2,s4 -> s2,s4 -> s1
6639,s3 -> s2,s4 -> s2,s4 -> s1
6640,s4 -> s2,s4 -> s2,s4 -> s1
6641,s0 -> s3,s4 -> s2,s4 -> s1
6642,s1 -> s3,s4 -> s2,s4 -> s1
6643,s2 -> s3,s4 -> s2,s4 -> s1
6644,s3 -> s3,s4 -> s2,s4 -> s1
6645,s4 -> s3,s4 -> s2,s4 -> s1
6646,s0 -> s4,s4 -> s2,s4 -> s1
6647,s1 -> s4,s4 -> s2,s4 -> s1
6648,s2 -> s4,s4 -> s2,s4 -> s1
6649,s3 -> s4,s4 -> s2,s4 -> s1
6650,s4 -> s4,s4 -> s2,s4 -> s1
6651,s0 -> s0,s0 -> s3,s4 -> s1
6652,s1 -> s0,s0 -> s3,s4 -> s1
6653,s2 -> s0,s0 -> s3,s4 -> s1
6654,s3 -> s0,s0 -> s3,s4 -> s1
6655,s4 -> s0,s0 -> s3,s4 -> s1
6656,s0 -> s1,s0 -> s3,s4 -> s1
6657,s1 -> s1,s0 -> s3,s4 -> s1
6658,s2 -> s1,s0 -> s3,s4 -> s1
6659,s3 -> s1,s0 -> s3,s4 -> s1
6660,s4 -> s1,s0 -> s3,s4 -> s1
6661,s0 -> s2,s0 -> s3,s4 -> s1
6662,s1 -> s2,s0 -> s3,s4 -> s1
6663,s2 -> s2,s0 -> s3,s4 -> s1
6664,s3 -> s2,s0 -> s3,s4 -> s1
6665,s4 -> s2,s0 -> s3,s4 -> s1
6666,s0 -> s3,s0 -> s3,s4 -> s1
6667,s1 -> s3,s0 -> s3,s4 -> s1
6668,s2 -> s3,s0 -> s3,s4 -> s1
6669,s3 -> s3,s0 -> s3,s4 -> s1
6670,s4 -> s3,s0 -> s3,s4 -> s1
6671,s0 -> s4,s0 -> s3,s4 -> s1
6672,s1 -> s4,s0 -> s3,s4 -> s1
6673,s2 -> s4,s0 -> s3,s4 -> s1
6674,s3 -> s4,s0 -> s3,s4 -> s1
6675,s4 -> s4,s0 -> s3,s4 -> s1
6676,s0 -> s0,s1 -> s3,s4 -> s1
6677,s1 -> s0,s1 -> s3,s4 -> s1
6678,s2 -> s0,s1 -> s3,s4 -> s1
6679,s3 -> s0,s1 -> s3,s4 -> s1
6680,s4 -> s0,s1 -> s3,s4 -> s1
6681,s0 -> s1,s1 -> s3,s4 -> s1
6682,s1 -> s1,s1 -> s3,s4 -> s1
6683,s2 -> s1,s1 -> s3,s4 -> s1
6684,s3 -> s1,s1 -> s3,s4 -> s1
6685,s4 -> s1,s1 -> s3,s4 -> s1
6686,s0 -> s2,s1 -> s3,s4 -> s1
6687,s1 -> s2,s1 -> s3,s4 -> s1
6688,s2 -> s2,s1 -> s3,s4 -> s1
6689,s3 -> s2,s1 -> s3,s4 -> s1
6690,s4 -> s2,s1 -> s3,s4 -> s1
6691,s0 -> s3,s1 -> s3,s4 -> s1
6692,s1 -> s3,s1 -> s3,s4 -> s1
6693,s2 -> s3,s1 -> s3,s4 -> s1
6694,s3 -> s3,s1 -> s3,s4 -> s1
6695,s4 -> s3,s1 -> s3,s4 -> s1
6696,s0 -> s4,s1 -> s3,s4 -> s1
6697,s1 -> s4,s1 -> s3,s4 -> s1
6698,s2 -> s4,s1 -> s3,s4 -> s1
6699,s3 -> s4,s1 -> s3,s4 -> s1
6700,s4 -> s4,s1 -> s3,s4 -> s1
6701,s0 -> s0,s2 -> s3,s4 -> s1
6702,s1 -> s0,s2 -> s3,s4 -> s1
6703,s2 -> s0,s2 -> s3,s4 -> s1
6704,s3 -> s0,s2 -> s3,s4 -> s1
6705,s4 -> s0,s2 -> s3,s4 -> s1
6706,s0 -> s1,s2 -> s3,s4 -> s1
6707,s1 -> s1,s2 -> s3,s4 -> s1
6708,s2 -> s1,s2 -> s3,s4 -> s1
6709,s3 -> s1,s2 -> s3,s4 -> s1
6710,s4 -> s1,s2 -> s3,s4 -> s1
6711,s0 -> s2,s2 -> s3,s4 -> s1
6712,s1 -> s2,s2 -> s3,s4 -> s1
6713,s2 -> s2,s2 -> s3,s4 -> s1
6714,s3 -> s2,s2 -> s3,s4 -> s1
6715,s4 -> s2,s2 -> s3,s4 -> s1
6716,s0 -> s3,s2 -> s3,s4 -> s1
6717,s1 -> s3,s2 -> s3,s4 -> s1
6718,s2 -> s3,s2 -> s3,s4 -> s1
6719,s3 -> s3,s2 -> s3,s4 -> s1
6720,s4 -> s3,s2 -> s3,s4 -> s1
6721,s0 -> s4,s2 -> s3,s4 -> s1
6722,s1 -> s4,s2 -> s3,s4 -> s1
6723,s2 -> s4,s2 -> s3,s4 -> s1
